typology_label,n_rows,n_cells,claim_boundary,MAE,RMSE,R2,Spearman_observed_vs_predicted,Pearson_observed_vs_predicted,bias,p90_abs_error,sign_accuracy,top5_overlap,top10pct_overlap,top20pct_overlap
civic_institutional,1350,27,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.12039490678594285,0.24918235404736697,-4.594761444214186,0.17522856303812204,0.1636252336984013,-0.041459949045935154,0.3725012960803145,0.7385185185185185,0.4,0.0,0.5
clean_confident_hot_anchor_null_control,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0
commercial,400,8,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.0592631132640797,0.14307990692105055,0.7361550397212582,0.6979636820209817,0.8732025141971408,-0.004002536971422627,0.20262119967819156,0.955,0.6,1.0,1.0
confident_hot_anchor,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.0151561,0.015895735689171485,-10.001607011636446,,,0.0151561,0.020772600000000006,1.0,1.0,1.0,1.0
dense_shaded_low_svf,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1656317846537164,0.29529708062582694,,,,-0.16233217283273618,0.5795381223498896,0.6,1.0,1.0,1.0
exposed_bus_stop_waiting_node,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.0208258,0.02165061274421581,-12.379416985233789,,,0.0208258,0.028012600000000006,1.0,1.0,1.0,1.0
grass_or_park_open,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.28966186849233894,0.35620129189659355,-50.75634265129884,0.15732265039917825,0.21467430765357443,-0.28521571333153894,0.5969347323732817,1.0,1.0,1.0,1.0
hdb_canyon,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",1.6099732461563938,1.9794533349579957,-4.87579529022898,0.03611332032685826,-0.0060999378458327985,1.371260048508973,3.040370455704058,0.6,1.0,1.0,1.0
open_paved_high_svf,40,1,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.056944946710234826,0.06926239824222565,-1.8036486007690486,0.3482225571185648,0.4085911897060031,-0.0008144658857606798,0.10903269202750213,1.0,1.0,1.0,1.0
other,160,4,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.3490427152635315,0.41045253644531615,-2.477057674139748,-0.47932394051628435,-0.444350200760077,-0.023791519201244022,0.6248804894813652,0.4125,1.0,0.0,0.0
