building_id,source_name,source_priority,source_building_id,area_m2,height_m_original,height_source_original,levels_original,building_type_original,confidence_original,raw_properties_json,candidate_id,geometry_source,is_ml_source,dedup_status,source_candidates,source_candidate_ids,n_source_candidates,best_iou,levels_promoted_from_source,levels_promoted_from_id,promoted_fields,type_promoted_from_source,type_promoted_from_id,height_promoted_from_source,height_promoted_from_id,lu_desc_v10,height_m,height_source,height_confidence,height_warning,intersects_v09_tile,v09_tile_types,v09_tile_ids,qa_category,qa_target_type,qa_priority_score,review_status,manual_decision,manual_height_m,manual_notes,centroid_x_svy21,centroid_y_svy21
v10_bldg_000919,osm,3,osm_504335090,1338.7028511808383,,height,4.0,parking,,"{ ""osm_id"": ""504335090"", ""source_name"": ""osm"", ""building"": ""parking"", ""building_levels"": ""4"", ""raw_tags_json"": ""{ \""building\"": \""parking\"", \""building:levels\"": \""4\"" }"", ""area_m2"": ""1338.7028511808383"" }",cand_osm_002787,osm,False,accepted_new,osm,osm_504335090,1,0.0,,,,,,,,RESIDENTIAL,12.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.339,todo,,,,29114.522474257126,34434.48420413784
v10_bldg_000930,osm,3,osm_697345928,1297.9464961933852,,height,3.0,parking,,"{ ""osm_id"": ""697345928"", ""source_name"": ""osm"", ""building"": ""parking"", ""building_levels"": ""3"", ""raw_tags_json"": ""{ \""access\"": \""private\"", \""amenity\"": \""parking\"", \""building\"": \""parking\"", \""building:levels\"": \""3\"", \""parking\"": \""multi-storey\"", \""roof:shape\"": \""flat\"" }"", ""area_m2"": ""1297.9464961933852"" }",cand_osm_002918,osm,False,accepted_new,osm,osm_697345928,1,0.0,,,,,,,,RESIDENTIAL,9.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.298,todo,,,,29146.471389341074,34536.12393896516
v10_bldg_000940,osm,3,osm_700171148,1238.3718585382785,0.0,osm_height_tag,,residential,,"{ ""osm_id"": ""700171148"", ""source_name"": ""osm"", ""building"": ""residential"", ""height"": ""0"", ""name"": ""Riveria 38"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Riveria 38\"", \""addr:housenumber\"": \""38\"", \""addr:postcode\"": \""328712\"", \""addr:street\"": \""Mar Thoma Road\"", \""building\"": \""residential\"", \""height\"": \""0\"", \""name\"": \""Riveria 38\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""1238.3718585382785"" }",cand_osm_003068,osm,False,accepted_new,osm,osm_700171148,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.238,todo,,,,31355.109213612694,34486.90695268779
v10_bldg_000956,osm,3,osm_271791503,1174.2746578418523,,height,13.0,apartments,,"{ ""osm_id"": ""271791503"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""13"", ""name"": ""Monville Mansions"", ""raw_tags_json"": ""{ \""addr:housenumber\"": \""530\"", \""addr:street\"": \""Balestier Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""13\"", \""building:material\"": \""plaster\"", \""name\"": \""Monville Mansions\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""1174.2746578418523"" }",cand_osm_000997,osm,False,accepted_new,osm,osm_271791503,1,0.0,,,,,,,,COMMERCIAL & RESIDENTIAL,39.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.174,todo,,,,29357.821334888842,34376.71057755434
v10_bldg_000991,osm,3,osm_1501817921,1074.9622770624921,,height,,yes,,"{ ""osm_id"": ""1501817921"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""amenity\"": \""shelter\"", \""building\"": \""yes\"" }"", ""area_m2"": ""1074.9622770624921"" }",cand_osm_005182,osm,False,accepted_new,osm,osm_1501817921,1,0.0,,,,,,,,PARK,6.0,lu_default:PARK,medium,,True,social_risk_top,T03_social_risk_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.075,todo,,,,30199.725311982384,35688.13280278642
v10_bldg_001001,osm,3,osm_198034554,1042.8438296111176,,height,26.0,residential,,"{ ""osm_id"": ""198034554"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""26"", ""name"": ""Beacon Heights"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""8\"", \""addr:postcode\"": \""328689\"", \""addr:street\"": \""Mar Thoma Road\"", \""building\"": \""residential\"", \""building:levels\"": \""26\"", \""name\"": \""Beacon Heights\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""1042.8438296111176"" }",cand_osm_000600,osm,False,accepted_new,osm,osm_198034554,1,0.0,,,,,,,,RESIDENTIAL,78.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.043,todo,,,,31230.227945127874,34323.9373578941
v10_bldg_001019,osm,3,osm_552957473,1004.5393529747298,,height,4.0,yes,,"{ ""osm_id"": ""552957473"", ""source_name"": ""osm"", ""building"": ""yes"", ""building_levels"": ""4"", ""roof_levels"": ""1"", ""raw_tags_json"": ""{ \""access\"": \""private\"", \""amenity\"": \""parking\"", \""building\"": \""yes\"", \""building:levels\"": \""4\"", \""parking\"": \""multi-storey\"", \""roof:levels\"": \""1\"", \""roof:material\"": \""grass\"", \""roof:shape\"": \""flat\"" }"", ""area_m2"": ""1004.5393529747298"" }",cand_osm_002850,osm,False,accepted_new,osm,osm_552957473,1,0.0,,,,,,,,RESIDENTIAL,12.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,13.005,todo,,,,31775.69722929029,34605.19282857345
v10_bldg_001062,osm,3,osm_694409845,899.4249271106305,,height,36.0,apartments,,"{ ""osm_id"": ""694409845"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""36"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""376\"", \""addr:street\"": \""Thomson Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""36\"" }"", ""area_m2"": ""899.4249271106305"" }",cand_osm_002917,osm,False,accepted_new,osm,osm_694409845,1,0.0,,,,,,,,RESIDENTIAL,108.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.899,todo,,,,28901.61267243843,34510.28640730487
v10_bldg_001074,osm,3,osm_271791496,881.8327747447047,,height,13.0,yes,,"{ ""osm_id"": ""271791496"", ""source_name"": ""osm"", ""building"": ""yes"", ""building_levels"": ""13"", ""name"": ""VIIO @ Balestier"", ""raw_tags_json"": ""{ \""addr:housenumber\"": \""520\"", \""addr:street\"": \""Balestier Road\"", \""building\"": \""yes\"", \""building:levels\"": \""13\"", \""building:levels:underground\"": \""1\"", \""name\"": \""VIIO @ Balestier\"" }"", ""area_m2"": ""881.8327747447047"" }",cand_osm_000991,osm,False,accepted_new,osm,osm_271791496,1,0.0,,,,,,,,COMMERCIAL & RESIDENTIAL,39.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.882,todo,,,,29397.992584934465,34349.94667479159
v10_bldg_001082,osm,3,osm_169537922,862.2414779104222,,height,,industrial,,"{ ""osm_id"": ""169537922"", ""source_name"": ""osm"", ""building"": ""industrial"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""9\"", \""addr:street\"": \""Toa Payoh Industrial Park\"", \""building\"": \""industrial\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""862.2414779104222"" }",cand_osm_000406,osm,False,accepted_new,osm,osm_169537922,1,0.0,,,,,,,,BUSINESS 1,10.0,lu_default:INDUSTRIAL,medium,,True,clean_shaded_reference,T05_clean_shaded_reference,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.862,todo,,,,30983.612800328483,35436.1254420398
v10_bldg_001084,osm,3,osm_258849316,860.679545676233,,height,34.0,apartments,,"{ ""osm_id"": ""258849316"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""34"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""368\"", \""addr:street\"": \""Thomson Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""34\"" }"", ""area_m2"": ""860.679545676233"" }",cand_osm_000700,osm,False,accepted_new,osm,osm_258849316,1,0.0,,,,,,,,RESIDENTIAL,102.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.861,todo,,,,28961.412013027646,34370.18640857489
v10_bldg_001102,osm,3,osm_700171158,822.2397508778557,,height,10.0,residential,,"{ ""osm_id"": ""700171158"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""10"", ""name"": ""The Elysia"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""6\"", \""addr:postcode\"": \""328688\"", \""addr:street\"": \""Mar Thoma Road\"", \""building\"": \""residential\"", \""building:colour\"": \""#B5ACA3\"", \""building:levels\"": \""10\"", \""name\"": \""The Elysia\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""822.2397508778557"" }",cand_osm_003070,osm,False,accepted_new,osm,osm_700171158,1,0.0,,,,,,,,RESIDENTIAL,30.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.822,todo,,,,31191.30859609635,34318.88131406744
v10_bldg_001126,osm,3,osm_231917975,793.5819823638374,,height,,train_station,,"{ ""osm_id"": ""231917975"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""793.5819823638374"" }",cand_osm_000691,osm,False,accepted_new,osm,osm_231917975,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,conservative_risk_top,T02_conservative_risk_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.794,todo,,,,28678.295959300747,35485.95538548105
v10_bldg_001152,osm,3,osm_974962111,744.8740559944665,,height,,train_station,,"{ ""osm_id"": ""974962111"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"" }"", ""area_m2"": ""744.8740559944665"" }",cand_osm_003658,osm,False,accepted_new,osm,osm_974962111,1,0.0,,,,,,,,ROAD,8.0,lu_default:TRANSPORT,medium,,True,conservative_risk_top,T02_conservative_risk_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.745,todo,,,,28814.968683772797,35554.98325790805
v10_bldg_001157,osm,3,osm_700171160,739.372163872813,,height,,yes,,"{ ""osm_id"": ""700171160"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""19A\"", \""addr:postcode\"": \""328003\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""yes\"", \""roof:material\"": \""roof_tiles\"" }"", ""area_m2"": ""739.372163872813"" }",cand_osm_003072,osm,False,accepted_new,osm,osm_700171160,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.739,todo,,,,31242.90597967779,34258.958521195505
v10_bldg_001167,osm,3,osm_453493894,720.3045158640296,,height,,yes,,"{ ""osm_id"": ""453493894"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""building\"": \""yes\"" }"", ""area_m2"": ""720.3045158640296"" }",cand_osm_001689,osm,False,accepted_new,osm,osm_453493894,1,0.0,,,,,,,,ROAD,8.0,lu_default:TRANSPORT,medium,,True,conservative_risk_top,T02_conservative_risk_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.72,todo,,,,28768.737859126984,35201.976081828645
v10_bldg_001175,osm,3,osm_271791491,706.6608109901488,,height,25.0,apartments,,"{ ""osm_id"": ""271791491"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""25"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""370\"", \""addr:street\"": \""Thomson Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""25\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""706.6608109901488"" }",cand_osm_000986,osm,False,accepted_new,osm,osm_271791491,1,0.0,,,,,,,,RESIDENTIAL,75.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.707,todo,,,,28931.96974996411,34444.88238003982
v10_bldg_001174,osm,3,osm_454192978,707.1073044030483,,height,,yes,,"{ ""osm_id"": ""454192978"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""building\"": \""yes\"" }"", ""area_m2"": ""707.1073044030483"" }",cand_osm_002426,osm,False,accepted_new,osm,osm_454192978,1,0.0,,,,,,,,BUSINESS 1,10.0,area_default:unknown_normal,low,,True,clean_shaded_reference,T05_clean_shaded_reference,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.707,todo,,,,31060.223788595013,35608.443206917334
v10_bldg_001204,osm,3,osm_974962112,663.0391533093969,,height,,train_station,,"{ ""osm_id"": ""974962112"", ""source_name"": ""osm"", ""building"": ""train_station"", ""raw_tags_json"": ""{ \""building\"": \""train_station\"" }"", ""area_m2"": ""663.0391533093969"" }",cand_osm_003659,osm,False,accepted_new,osm,osm_974962112,1,0.0,,,,,,,,PARK,6.0,lu_default:PARK,medium,,True,conservative_risk_top,T02_conservative_risk_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.663,todo,,,,28743.112909540574,35422.783455048884
v10_bldg_001234,osm,3,osm_271791488,617.515244042494,,height,19.0,apartments,,"{ ""osm_id"": ""271791488"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""19"", ""raw_tags_json"": ""{ \""addr:housenumber\"": \""4-6\"", \""addr:street\"": \""Ah Hood Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""19\"", \""building:material\"": \""plaster\"", \""source\"": \""Bing\"" }"", ""area_m2"": ""617.515244042494"" }",cand_osm_000983,osm,False,accepted_new,osm,osm_271791488,1,0.0,,,,,,,,RESIDENTIAL,57.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.618,todo,,,,29315.362571558268,34383.98167244939
v10_bldg_001238,osm,3,osm_700171159,607.5207640925125,,height,,yes,,"{ ""osm_id"": ""700171159"", ""source_name"": ""osm"", ""building"": ""yes"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""19\"", \""addr:postcode\"": \""327978\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""yes\"", \""roof:material\"": \""roof_tiles\"" }"", ""area_m2"": ""607.5207640925125"" }",cand_osm_003071,osm,False,accepted_new,osm,osm_700171159,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.608,todo,,,,31277.301006824226,34291.96112465424
v10_bldg_001263,osm,3,osm_453945326,575.1167098419646,,height,,yes,,"{ ""osm_id"": ""453945326"", ""source_name"": ""osm"", ""building"": ""yes"", ""name"": ""Christian Evangelism"", ""raw_tags_json"": ""{ \""addr:street\"": \""Braddell Road\"", \""amenity\"": \""place_of_worship\"", \""building\"": \""yes\"", \""name\"": \""Christian Evangelism\"", \""religion\"": \""christian\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""575.1167098419646"" }",cand_osm_002178,osm,False,accepted_new,osm,osm_453945326,1,0.0,,,,,,,,PLACE OF WORSHIP,10.0,lu_default:PLACE OF WORSHIP,medium,,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.575,todo,,,,31345.396112617083,36268.11662705917
v10_bldg_001264,osm,3,osm_454226399,574.734100559594,,height,,apartments,,"{ ""osm_id"": ""454226399"", ""source_name"": ""osm"", ""building"": ""apartments"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:housenumber\"": \""2\"", \""addr:street\"": \""Topaz Road\"", \""building\"": \""apartments\"" }"", ""area_m2"": ""574.734100559594"" }",cand_osm_002487,osm,False,accepted_new,osm,osm_454226399,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.575,todo,,,,31646.452301401794,34498.707450064685
v10_bldg_001267,osm,3,osm_455066680,571.6793511234674,,height,18.0,residential,,"{ ""osm_id"": ""455066680"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""18"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Intero\"", \""addr:housenumber\"": \""8\"", \""addr:postcode\"": \""358841\"", \""addr:street\"": \""Leicester Road\"", \""building\"": \""residential\"", \""building:levels\"": \""18\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""571.6793511234674"" }",cand_osm_002542,osm,False,accepted_new,osm,osm_455066680,1,0.0,,,,,,,,RESIDENTIAL,54.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.572,todo,,,,31787.599906613705,34719.32880266403
v10_bldg_001296,osm,3,osm_454226418,532.607725569885,,height,5.0,residential,,"{ ""osm_id"": ""454226418"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""5"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""3\"", \""addr:postcode\"": \""327849\"", \""addr:street\"": \""Topaz Road\"", \""building\"": \""residential\"", \""building:levels\"": \""5\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""532.607725569885"" }",cand_osm_002498,osm,False,accepted_new,osm,osm_454226418,1,0.0,,,,,,,,RESIDENTIAL,15.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.533,todo,,,,31540.235750947988,34539.1057087818
v10_bldg_001308,osm,3,osm_454199766,525.0240887143567,,height,15.0,apartments,,"{ ""osm_id"": ""454199766"", ""source_name"": ""osm"", ""building"": ""apartments"", ""building_levels"": ""15"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Saint Michael Regency\"", \""addr:housenumber\"": \""38\"", \""addr:postcode\"": \""328008\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""apartments\"", \""building:levels\"": \""15\"" }"", ""area_m2"": ""525.0240887143567"" }",cand_osm_002446,osm,False,accepted_new,osm,osm_454199766,1,0.0,,,,,,,,RESIDENTIAL,45.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.525,todo,,,,31398.692394117606,34457.46065773472
v10_bldg_001310,osm,3,osm_455066679,523.239086562653,,height,6.0,residential,,"{ ""osm_id"": ""455066679"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""6"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""19\"", \""addr:postcode\"": \""358459\"", \""addr:street\"": \""Meyappa Chettiar Road\"", \""building\"": \""residential\"", \""building:levels\"": \""6\"" }"", ""area_m2"": ""523.239086562653"" }",cand_osm_002541,osm,False,accepted_new,osm,osm_455066679,1,0.0,,,,,,,,RESIDENTIAL,18.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.523,todo,,,,31798.92659411594,34765.653760577516
v10_bldg_001314,osm,3,osm_893361855,520.6546296627797,,height,,yes,,"{ ""osm_id"": ""893361855"", ""source_name"": ""osm"", ""building"": ""yes"", ""layer"": ""1"", ""raw_tags_json"": ""{ \""amenity\"": \""shelter\"", \""building\"": \""yes\"", \""layer\"": \""1\"" }"", ""area_m2"": ""520.6546296627797"" }",cand_osm_003650,osm,False,accepted_new,osm,osm_893361855,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.521,todo,,,,28812.212605003293,34925.760443109575
v10_bldg_001321,osm,3,osm_700171143,512.1051431379906,,height,15.0,residential,,"{ ""osm_id"": ""700171143"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""15"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Airstream\"", \""addr:housenumber\"": \""26\"", \""addr:postcode\"": \""327994\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""residential\"", \""building:levels\"": \""15\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""512.1051431379906"" }",cand_osm_003067,osm,False,accepted_new,osm,osm_700171143,1,0.0,,,,,,,,RESIDENTIAL,45.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.512,todo,,,,31418.057351886622,34393.73654178377
v10_bldg_001330,osm,3,osm_453978663,504.1863380959072,,height,,detached,,"{ ""osm_id"": ""453978663"", ""source_name"": ""osm"", ""building"": ""detached"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""31A\"", \""addr:street\"": \""Carmichael Road\"", \""building\"": \""detached\"" }"", ""area_m2"": ""504.1863380959072"" }",cand_osm_002379,osm,False,accepted_new,osm,osm_453978663,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.504,todo,,,,31319.1910648883,36024.119569430586
v10_bldg_001339,osm,3,osm_287646979,497.398541830642,,height,,residential,,"{ ""osm_id"": ""287646979"", ""source_name"": ""osm"", ""building"": ""residential"", ""raw_tags_json"": ""{ \""addr:street\"": \""Mackerrow Road\"", \""building\"": \""residential\"", \""source\"": \""Kaart Ground Survey 2017\"" }"", ""area_m2"": ""497.398541830642"" }",cand_osm_001069,osm,False,accepted_new,osm,osm_287646979,1,0.0,,,,,,,,RESIDENTIAL,15.0,lu_default:RESIDENTIAL,medium,,True,overhead_confounded_hazard_case,T06_overhead_confounded_hazard_case,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.497,todo,,,,31382.495520720142,36363.761405166
v10_bldg_001343,osm,3,osm_252410121,492.0867536211588,,height,6.0,hotel,,"{ ""osm_id"": ""252410121"", ""source_name"": ""osm"", ""building"": ""hotel"", ""building_levels"": ""6"", ""name"": ""Value Thomson"", ""raw_tags_json"": ""{ \""addr:housenumber\"": \""592\"", \""addr:street\"": \""Balestier Road\"", \""building\"": \""hotel\"", \""building:levels\"": \""6\"", \""name\"": \""Value Thomson\"", \""wikidata\"": \""Q111406905\"" }"", ""area_m2"": ""492.0867536211588"" }",cand_osm_000696,osm,False,accepted_new,osm,osm_252410121,1,0.0,,,,,,,,HOTEL,18.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.492,todo,,,,29047.670309367215,34334.96572909203
v10_bldg_001352,osm,3,osm_700171141,482.44884490463704,,height,10.0,residential,,"{ ""osm_id"": ""700171141"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""10"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Sunville\"", \""addr:housenumber\"": \""20\"", \""addr:postcode\"": \""327979\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""residential\"", \""building:colour\"": \""#AFA39B\"", \""building:levels\"": \""10\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""482.44884490463704"" }",cand_osm_003066,osm,False,accepted_new,osm,osm_700171141,1,0.0,,,,,,,,RESIDENTIAL,30.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.482,todo,,,,31380.35392051253,34311.00224255348
v10_bldg_001364,osm,3,osm_261166360,470.4982838883526,,height,2.0,detached,,"{ ""osm_id"": ""261166360"", ""source_name"": ""osm"", ""building"": ""detached"", ""building_levels"": ""2"", ""roof_levels"": ""1"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housenumber\"": \""11\"", \""addr:street\"": \""Tan Sim Boh Road\"", \""building\"": \""detached\"", \""building:levels\"": \""2\"", \""roof:levels\"": \""1\"", \""roof:shape\"": \""flat\"" }"", ""area_m2"": ""470.4982838883526"" }",cand_osm_000844,osm,False,accepted_new,osm,osm_261166360,1,0.0,,,,,,,,RESIDENTIAL,6.0,osm_levels_x_3m:levels_original,medium_high,,True,open_paved_hotspot,T04_open_paved_hotspot,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.47,todo,,,,28815.86674253003,34326.00474505131
v10_bldg_001375,osm,3,osm_454199801,458.2537709844949,,height,14.0,residential,,"{ ""osm_id"": ""454199801"", ""source_name"": ""osm"", ""building"": ""residential"", ""building_levels"": ""14"", ""raw_tags_json"": ""{ \""addr:city\"": \""Singapore\"", \""addr:country\"": \""SG\"", \""addr:housename\"": \""Riverside Melodies\"", \""addr:housenumber\"": \""26\"", \""addr:postcode\"": \""327995\"", \""addr:street\"": \""Saint Michael's Road\"", \""building\"": \""residential\"", \""building:levels\"": \""14\"", \""residential\"": \""condominium\"" }"", ""area_m2"": ""458.2537709844949"" }",cand_osm_002458,osm,False,accepted_new,osm,osm_454199801,1,0.0,,,,,,,,RESIDENTIAL,42.0,osm_levels_x_3m:levels_original,medium_high,,True,clean_hazard_top,T01_clean_hazard_top,critical_tile_building_review;transport_shelter_overhead_candidate,building,12.458,todo,,,,31459.71479762333,34406.36492120658
