path,filename,source_kind_guess,suffix,size_bytes,modified_time,root_origin,path_tokens,version_tokens,likely_role,confidence_score,reject_reason,requires_manual_version_review,selection_basis,claim_boundary
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/.claude/worktrees/sad-hopper-5f37b7/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T01_clean_hazard_top/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-13T01:13:52,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/.claude/worktrees/sad-hopper-5f37b7/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T02_conservative_risk_top/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-13T01:13:53,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/.claude/worktrees/sad-hopper-5f37b7/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T03_social_risk_top/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-13T01:13:53,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/.claude/worktrees/sad-hopper-5f37b7/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T04_open_paved_hotspot/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-13T01:13:53,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/.claude/worktrees/sad-hopper-5f37b7/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T05_clean_shaded_reference/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-13T01:13:53,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/.claude/worktrees/sad-hopper-5f37b7/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T06_overhead_confounded_hazard_case/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-13T01:13:53,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T01_clean_hazard_top/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-08T21:07:18,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T02_conservative_risk_top/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-08T21:07:18,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T03_social_risk_top/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-08T21:07:18,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T04_open_paved_hotspot/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-08T21:07:18,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
C:/Users/CloudStar/Documents/GitHub/Urban-Analytics-Portfolio/06-openheat_grid/data/solweig/v09_tiles_overhead_aware/T05_clean_shaded_reference/dem_flat.tif,dem_flat.tif,dem,.tif,3918,2026-05-08T21:07:18,main_worktree,grid|solweig,,ambiguous,52,,yes,docs_config_tokens_path_size_mtime_metadata; not latest-mtime-only,B8.7b.3 full-raster source locator and extraction preplan only; no raster pixel read; no raster write/copy/move/symlink; no svfs.zip open; no QGIS/SOLWEIG; no run-ready N300 manifest; no QGIS/local runner; no local execution package; no AOI/B9/WBGT/risk/hazard/exposure/vulnerability; no System A/B coupling.
