cell_id,nearest_cell_id,nearest_rank,feature_space_distance,feature_count,scope,spatial_bin,distance_percentile,sparse_feature_space_flag,reference_role,claim_boundary
TP_0489,TP_0133,1,212.25119645440765,51,spatial_holdout_train_like_nearest,east_north,0.9266666666666666,True,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0492,TP_0614,1,1350.8829267139051,51,spatial_holdout_train_like_nearest,east_north,0.99,True,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0542,TP_0018,1,36.785572735350726,51,spatial_holdout_train_like_nearest,east_north,0.81,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0543,TP_0407,1,16.23832505519929,51,spatial_holdout_train_like_nearest,east_north,0.7266666666666667,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0569,TP_0587,1,21.716296309670188,51,spatial_holdout_train_like_nearest,east_north,0.7533333333333333,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0575,TP_0089,1,22.366621330444467,51,spatial_holdout_train_like_nearest,east_north,0.7633333333333333,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0599,TP_0097,1,2.065680917254175,51,spatial_holdout_train_like_nearest,east_north,0.09333333333333334,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0600,TP_0587,1,10.712693202213531,51,spatial_holdout_train_like_nearest,east_north,0.7,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0608,TP_0248,1,50.9791686676124,51,spatial_holdout_train_like_nearest,east_north,0.8633333333333333,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0627,TP_0041,1,6.127464149272179,51,spatial_holdout_train_like_nearest,east_north,0.5866666666666667,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0628,TP_0081,1,2.932331191138175,51,spatial_holdout_train_like_nearest,east_north,0.3333333333333333,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0657,TP_0081,1,2.8397423566695843,51,spatial_holdout_train_like_nearest,east_north,0.30666666666666664,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0663,TP_0458,1,2.4070763303433913,51,spatial_holdout_train_like_nearest,east_north,0.21333333333333335,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
TP_0691,TP_0160,1,4.972778863492368,51,spatial_holdout_train_like_nearest,east_north,0.55,False,,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling."
