feature_set,model,registry_order,comparison_role,prior_candidate_baseline,n_features,hyperparameter_grid_status,parameters,broad_new_model_search,promotion_eligible,claim_boundary
b87e_original_main,featureless_mean,1,headline_n150_compatible,no,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'strategy': 'mean'},no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,context_mean,2,headline_n150_compatible,no,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'groupby': ['forcing_day_id', 'hour_sgt']}",no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,ridge,3,headline_n150_compatible,no,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'alpha': 1.0},no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,elasticnet,4,headline_n150_compatible,no,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'alpha': 0.001, 'l1_ratio': 0.5}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,random_forest,5,headline_n150_compatible,no,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': 6, 'min_samples_leaf': 2, 'n_jobs': 1}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,extra_trees,6,headline_n150_compatible,yes,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': None, 'min_samples_leaf': 1, 'n_jobs': 1, 'prior_candidate_baseline': True}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
b87e_original_main,hist_gradient_boosting,7,headline_n150_compatible,no,46,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'max_iter': 60, 'learning_rate': 0.06, 'max_leaf_nodes': 31}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,featureless_mean,1,headline_n150_compatible,no,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'strategy': 'mean'},no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,context_mean,2,headline_n150_compatible,no,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'groupby': ['forcing_day_id', 'hour_sgt']}",no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,ridge,3,headline_n150_compatible,no,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'alpha': 1.0},no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,elasticnet,4,headline_n150_compatible,no,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'alpha': 0.001, 'l1_ratio': 0.5}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,random_forest,5,headline_n150_compatible,no,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': 6, 'min_samples_leaf': 2, 'n_jobs': 1}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,extra_trees,6,headline_n150_compatible,yes,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': None, 'min_samples_leaf': 1, 'n_jobs': 1, 'prior_candidate_baseline': True}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
pruned_low_missing_low_corr,hist_gradient_boosting,7,headline_n150_compatible,no,32,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'max_iter': 60, 'learning_rate': 0.06, 'max_leaf_nodes': 31}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,featureless_mean,1,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'strategy': 'mean'},no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,context_mean,2,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'groupby': ['forcing_day_id', 'hour_sgt']}",no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,ridge,3,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'alpha': 1.0},no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,elasticnet,4,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'alpha': 0.001, 'l1_ratio': 0.5}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,random_forest,5,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': 6, 'min_samples_leaf': 2, 'n_jobs': 1}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,extra_trees,6,headline_n150_compatible,yes,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': None, 'min_samples_leaf': 1, 'n_jobs': 1, 'prior_candidate_baseline': True}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
static_physical_core_only,hist_gradient_boosting,7,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'max_iter': 60, 'learning_rate': 0.06, 'max_leaf_nodes': 31}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,featureless_mean,1,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'strategy': 'mean'},no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,context_mean,2,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'groupby': ['forcing_day_id', 'hour_sgt']}",no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,ridge,3,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'alpha': 1.0},no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,elasticnet,4,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'alpha': 0.001, 'l1_ratio': 0.5}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,random_forest,5,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': 6, 'min_samples_leaf': 2, 'n_jobs': 1}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,extra_trees,6,headline_n150_compatible,yes,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': None, 'min_samples_leaf': 1, 'n_jobs': 1, 'prior_candidate_baseline': True}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_plus_physical_core,hist_gradient_boosting,7,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'max_iter': 60, 'learning_rate': 0.06, 'max_leaf_nodes': 31}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,featureless_mean,1,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'strategy': 'mean'},no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,context_mean,2,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'groupby': ['forcing_day_id', 'hour_sgt']}",no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,ridge,3,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'alpha': 1.0},no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,elasticnet,4,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'alpha': 0.001, 'l1_ratio': 0.5}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,random_forest,5,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': 6, 'min_samples_leaf': 2, 'n_jobs': 1}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,extra_trees,6,headline_n150_compatible,yes,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': None, 'min_samples_leaf': 1, 'n_jobs': 1, 'prior_candidate_baseline': True}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
context_residual_two_stage,hist_gradient_boosting,7,headline_n150_compatible,no,42,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'max_iter': 60, 'learning_rate': 0.06, 'max_leaf_nodes': 31}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
no_coordinates_no_design_flags,featureless_mean,1,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'strategy': 'mean'},no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
no_coordinates_no_design_flags,context_mean,2,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'groupby': ['forcing_day_id', 'hour_sgt']}",no,no,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
no_coordinates_no_design_flags,ridge,3,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,{'alpha': 1.0},no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
no_coordinates_no_design_flags,elasticnet,4,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'alpha': 0.001, 'l1_ratio': 0.5}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
no_coordinates_no_design_flags,random_forest,5,headline_n150_compatible,no,44,B87E_N150_COMPATIBLE_PATCH_NO_BROAD_SEARCH,"{'n_estimators': 30, 'max_depth': 6, 'min_samples_leaf': 2, 'n_jobs': 1}",no,yes,"Surrogate/emulator of SOLWEIG simulated Tmrt deltas only; not observed truth, not WBGT, not AOI/B9 inference, not hazard or risk mapping, not exposure/vulnerability output, and not causal feature-importance evidence."
